2026-02-14T16:15:08Z,unknown,0,618,200
2026-02-14T17:25:43Z,up,100,18237,200
2026-02-14T17:43:47Z,up,100,719,200
2026-02-14T18:09:08Z,up,100,789,200
2026-02-14T18:21:22Z,up,100,669,200
2026-02-14T18:44:11Z,up,100,552,200
2026-02-14T18:57:05Z,up,100,1070,200
2026-02-14T19:17:10Z,up,100,590,200
2026-02-14T19:35:04Z,up,100,603,200
2026-02-14T19:55:58Z,up,100,518,200
2026-02-14T20:07:12Z,up,100,653,200
2026-02-15T04:24:42Z,up,100,1117,200
2026-02-15T04:37:27Z,up,100,748,200
2026-02-15T05:24:04Z,up,100,518,200
2026-02-15T05:35:51Z,up,100,607,200
2026-02-15T06:24:41Z,up,100,838,200
2026-02-15T06:57:12Z,up,100,634,200
2026-02-15T15:16:00Z,up,100,847,200
2026-02-15T15:41:24Z,up,100,370,200
2026-02-15T15:58:11Z,up,100,492,200
2026-02-15T16:34:36Z,up,100,487,200
2026-02-15T17:00:06Z,up,100,659,200
2026-02-15T17:20:25Z,up,100,319,200
2026-02-15T17:33:30Z,up,100,835,200
2026-02-15T17:55:12Z,up,100,497,200
2026-02-15T18:26:40Z,up,100,326,200
2026-02-15T19:02:04Z,up,100,328,200
2026-02-15T19:35:38Z,up,100,1246,200
2026-02-15T19:52:10Z,up,100,538,200
2026-02-15T20:36:54Z,up,100,588,200
2026-02-15T20:57:51Z,up,100,360,200
2026-02-15T21:25:42Z,up,100,932,200
2026-02-15T21:46:43Z,up,100,961,200
2026-02-15T21:59:46Z,up,100,722,200
2026-02-15T22:31:30Z,up,100,693,200
2026-02-15T22:55:36Z,up,100,503,200
2026-02-15T23:21:00Z,up,100,391,200
2026-02-15T23:47:02Z,up,100,586,200
2026-02-16T00:01:40Z,up,100,793,200
2026-02-16T02:56:16Z,up,100,846,200
2026-02-16T04:56:49Z,up,100,370,200
2026-02-16T06:05:57Z,up,100,351,200
2026-02-16T07:19:50Z,up,100,699,200
2026-02-16T08:04:01Z,up,100,365,200
2026-02-16T09:03:13Z,up,100,350,200
2026-02-16T10:05:54Z,up,100,479,200
2026-02-16T11:03:40Z,up,100,659,200
2026-02-16T11:50:27Z,up,100,658,200
2026-02-16T12:30:24Z,up,100,581,200
2026-02-16T13:48:43Z,up,100,394,200
2026-02-16T14:34:12Z,up,100,1067,200
2026-02-16T15:24:04Z,up,100,515,200
2026-02-16T16:02:22Z,up,100,752,200
2026-02-16T16:58:18Z,up,100,385,200
2026-02-16T17:39:35Z,up,100,459,200
2026-02-16T18:07:06Z,up,100,366,200
2026-02-16T19:01:41Z,up,100,395,200
2026-02-16T19:38:54Z,up,100,496,200
2026-02-16T19:58:17Z,up,100,1838,200
2026-02-16T20:33:53Z,up,100,600,200
2026-02-16T21:00:15Z,up,100,550,200
2026-02-16T21:37:00Z,up,100,362,200
2026-02-16T21:57:52Z,up,100,801,200
2026-02-16T22:29:30Z,up,100,349,200
2026-02-16T22:59:20Z,up,100,716,200
2026-02-16T23:34:55Z,up,100,686,200
2026-02-16T23:57:21Z,up,100,364,200
2026-02-17T02:01:05Z,up,100,574,200
2026-02-17T04:26:18Z,up,100,373,200
2026-02-17T05:42:11Z,up,100,669,200
2026-02-17T06:39:11Z,up,100,731,200
2026-02-17T07:37:49Z,up,100,615,200
2026-02-17T08:26:00Z,up,100,766,200
2026-02-17T09:11:34Z,up,100,314,200
2026-02-17T10:07:20Z,up,100,528,200
2026-02-17T11:03:47Z,up,100,351,200
2026-02-17T11:49:45Z,up,100,524,200
2026-02-17T12:29:54Z,up,100,756,200
2026-02-17T13:47:32Z,up,100,534,200
2026-02-17T14:36:54Z,up,100,606,200
2026-02-17T15:32:49Z,up,100,343,200
2026-02-17T16:33:54Z,up,100,414,200
2026-02-17T17:37:11Z,up,100,536,200
2026-02-17T18:33:23Z,up,100,560,200
2026-02-17T19:31:46Z,up,100,526,200
2026-02-17T20:02:59Z,up,100,337,200
2026-02-17T20:51:49Z,up,100,337,200
2026-02-17T21:23:12Z,up,100,514,200
2026-02-17T21:52:44Z,up,100,613,200
2026-02-17T22:17:48Z,up,100,404,200
2026-02-17T22:54:08Z,up,100,544,200
2026-02-17T23:20:21Z,up,100,409,200
2026-02-17T23:49:38Z,up,100,748,200
2026-02-18T00:58:31Z,up,100,567,200
2026-02-18T03:39:12Z,up,100,765,200
2026-02-18T05:14:12Z,up,100,702,200
2026-02-18T06:16:16Z,up,100,842,200
2026-02-18T07:19:19Z,up,100,771,200
2026-02-18T08:02:12Z,up,100,612,200
2026-02-18T08:59:06Z,up,100,1074,200
2026-02-18T09:54:25Z,up,100,601,200
2026-02-18T10:35:38Z,up,100,356,200
2026-02-18T11:25:30Z,up,100,542,200
2026-02-18T11:59:53Z,up,100,997,200
2026-02-18T13:18:49Z,up,100,703,200
2026-02-18T14:14:50Z,up,100,364,200
2026-02-18T15:07:37Z,up,100,551,200
2026-02-18T16:05:51Z,up,100,368,200
2026-02-18T17:17:47Z,up,100,583,200
2026-02-18T18:04:59Z,up,100,823,200
2026-02-18T19:11:29Z,up,100,886,200
2026-02-18T19:56:10Z,up,100,739,200
2026-02-18T20:34:25Z,up,100,749,200
2026-02-18T21:09:24Z,up,100,609,200
2026-02-18T21:50:29Z,up,100,544,200
2026-02-18T22:19:57Z,up,100,895,200
2026-02-18T22:57:23Z,up,100,617,200
2026-02-18T23:29:31Z,up,100,471,200
2026-02-18T23:55:37Z,up,100,453,200
2026-02-19T01:43:38Z,up,100,556,200
2026-02-19T04:06:33Z,up,100,537,200
2026-02-19T05:36:34Z,up,100,341,200
2026-02-19T06:40:29Z,up,100,817,200
2026-02-19T07:38:28Z,up,100,343,200
2026-02-19T08:08:58Z,up,100,600,200
2026-02-19T09:03:27Z,up,100,380,200
2026-02-19T10:02:07Z,up,100,485,200
2026-02-19T10:56:52Z,up,100,473,200
2026-02-19T11:36:40Z,up,100,872,200
2026-02-19T12:05:14Z,up,100,691,200
2026-02-19T13:41:13Z,up,100,956,200
2026-02-19T14:36:02Z,up,100,515,200
2026-02-19T15:28:24Z,up,100,533,200
2026-02-19T16:13:59Z,up,100,543,200
2026-02-19T17:15:47Z,up,100,554,200
2026-02-19T18:08:08Z,up,100,362,200
2026-02-19T19:08:25Z,up,100,587,200
2026-02-19T19:47:59Z,up,100,316,200
2026-02-19T20:18:53Z,up,100,454,200
2026-02-19T20:54:08Z,up,100,1913,200
2026-02-19T21:22:10Z,up,100,755,200
2026-02-19T21:55:00Z,up,100,520,200
2026-02-19T22:23:04Z,up,100,328,200
2026-02-19T22:57:03Z,up,100,496,200
2026-02-19T23:27:42Z,up,100,804,200
2026-02-19T23:54:52Z,up,100,307,200
2026-02-20T01:10:32Z,up,100,524,200
2026-02-20T03:41:44Z,up,100,573,200
2026-02-20T05:08:53Z,up,100,435,200
2026-02-20T06:08:28Z,up,100,660,200
2026-02-20T07:13:46Z,up,100,365,200
2026-02-20T07:57:58Z,up,100,653,200
2026-02-20T08:40:23Z,up,100,635,200
2026-02-20T09:25:52Z,up,100,397,200
2026-02-20T10:04:31Z,up,100,424,200
2026-02-20T10:54:00Z,up,100,444,200
2026-02-20T11:23:41Z,up,100,298,200
2026-02-20T11:51:56Z,up,100,529,200
2026-02-20T12:28:06Z,up,100,362,200
2026-02-20T13:40:32Z,up,100,596,200
2026-02-20T14:26:23Z,up,100,356,200
2026-02-20T15:07:34Z,up,100,584,200
2026-02-20T15:52:38Z,up,100,399,200
2026-02-20T16:24:09Z,up,100,940,200
2026-02-20T17:06:09Z,up,100,4252,200
2026-02-20T17:53:10Z,up,100,407,200
2026-02-20T18:29:53Z,up,100,654,200
2026-02-20T19:14:38Z,up,100,415,200
2026-02-20T19:50:36Z,up,100,506,200
2026-02-20T20:03:43Z,up,100,686,200
2026-02-20T20:46:30Z,up,100,776,200
2026-02-20T21:03:05Z,up,100,4922,200
2026-02-20T21:36:23Z,up,100,344,200
2026-02-20T21:55:07Z,up,100,383,200
2026-02-20T22:17:12Z,up,100,677,200
2026-02-20T22:50:18Z,up,100,632,200
2026-02-20T23:17:06Z,up,100,427,200
2026-02-20T23:47:04Z,up,100,634,200
2026-02-21T00:02:39Z,up,100,730,200
2026-02-21T02:44:34Z,up,100,358,200
2026-02-21T04:21:04Z,up,100,681,200
2026-02-21T05:15:56Z,up,100,750,200
2026-02-21T05:58:48Z,up,100,402,200
2026-02-21T06:44:44Z,up,100,525,200
2026-02-21T07:22:08Z,up,100,297,200
2026-02-21T07:49:21Z,up,100,559,200
2026-02-21T08:02:36Z,up,100,565,200
2026-02-21T08:44:11Z,up,100,487,200
